Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
2,Chandler,"['disgust', 'surprise']","00:07:37,790","00:07:46,548","['Well, you may wanna rethink the dirty underwear.', ""This is basically the first time she's gonna see your underwear—you want it to be dirty?""]",147,1,5,"[7, 8]","1428,1429"
3,Ross,"['neutral', 'anger', 'joy']","00:12:59,153","00:13:17,045","['Okay, look, how is this gonna affect you?', 'Really?', 'I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!']",151,6,1,"[7, 8, 9]","1470,1471,1472"
3,Ross,"['anger', 'joy', 'neutral']","00:13:01,573","00:13:17,045","['Really?', 'I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!', 'It’s']",151,6,1,"[8, 9, 10]","1471,1472,1473"
2,Ross,"['joy', 'neutral']","00:13:06,327","00:13:17,045","['I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!', 'It’s']",151,6,1,"[9, 10]","1472,1473"
3,Rachel,"['sadness', 'neutral', 'neutral']","0:13:19,131","0:13:21,947","['Ohh, okay, I’m sorry.', 'You’re right.', 'Y’know what?']",151,6,1,"[11, 12, 13]","1474,1475,1476"
3,Ross,"['neutral', 'joy', 'neutral']","00:09:15,304","00:09:28,858","['No real-, honey, really it’s fine, just g-go with Susan.', 'Really, I, no, I think girls night out is a great idea.', 'Okay, okay, bye']",153,3,6,"[0, 1, 2]","1495,1496,1497"
2,Ross,"['joy', 'neutral']","00:09:20,768","00:09:28,858","['Really, I, no, I think girls night out is a great idea.', 'Okay, okay, bye']",153,3,6,"[1, 2]","1496,1497"
3,Ross,"['anger', 'anger', 'neutral']","00:14:27,408","00:14:40,420","['I have been down in your store for twenty minutes trying to get a tie!', 'What do I have to do to get some service?!', 'Hi Rach.']",154,3,12,"[6, 7, 8]","1514,1515,1516"
2,Ross,"['anger', 'neutral']","00:14:34,081","00:14:40,420","['What do I have to do to get some service?!', 'Hi Rach.']",154,3,12,"[7, 8]","1515,1516"
2,Phoebe,"['sadness', 'anger']","00:13:49,662","00:13:56,960","['Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.', 'Go!']",156,8,2,"[0, 1]","1530,1531"
2,Phoebe,"['anger', 'neutral']","00:14:01,382","00:14:14,602","['I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.', 'I believe this belongs to the father of your baby.']",156,8,2,"[3, 4]","1533,1534"
3,Joanna,"['joy', 'joy', 'surprise']","0:09:41,122","00:09:47,961","['Y’know how people just click?', 'Like he came by to pick me up, and I opened the door, and it was just like, click!', 'Did he tell you?']",159,3,20,"[2, 3, 4]","1559,1560,1561"
3,Joanna,"['joy', 'surprise', 'joy']","00:09:41,998","00:09:50,922","['Like he came by to pick me up, and I opened the door, and it was just like, click!', 'Did he tell you?', 'Oh, and he’s got such a good heart! Doesn’t he have a good heart?']",159,3,20,"[3, 4, 5]","1560,1561,1563"
2,Joanna,"['surprise', 'joy']","00:09:46,460","00:09:50,922","['Did he tell you?', 'Oh, and he’s got such a good heart! Doesn’t he have a good heart?']",159,3,20,"[4, 5]","1561,1563"
2,Mark,"['sadness', 'neutral']","00:06:13,456","0:06:19,004","['Yeah, me too.', 'So, see ya on Saturday.']",160,3,14,"[16, 17]","1584,1585"
3,Monica,"['surprise', 'anger', 'anger']","00:07:09,429","00:07:18,103","['You just told me that he hates marriage!', 'That-that he’s a-a complex fellow who’s unlikely to take a wife!', 'That-that he’s against marriage and always will be!']",163,6,25,"[7, 8, 9]","1596,1597,1598"
3,Ross,"['sadness', 'fear', 'neutral']","0:20:59,684","0:21:15,817","['Oh.', 'Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?', 'Sometime?']",164,1,1,"[4, 5, 6]","1604,1605,1606"
3,Ross,"['fear', 'neutral', 'neutral']","00:21:05,514","0:21:17,031","['Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?', 'Sometime?', 'Maybe?']",164,1,1,"[5, 6, 7]","1605,1606,1607"
3,Joey,"['surprise', 'neutral', 'neutral']","00:13:00,696","00:13:12,040","['Well usually...yeah!', 'Well, not just lemonade, iced tea, sometimes juice.', 'Well, sorry, I just, I thought you liked me.']",170,3,6,"[7, 8, 9]","1678,1679,1680"
3,Joey,"['neutral', 'neutral', 'sadness']","00:13:03,866","00:13:14,083","['Well, not just lemonade, iced tea, sometimes juice.', 'Well, sorry, I just, I thought you liked me.', 'I’m such a jerk.']",170,3,6,"[8, 9, 10]","1679,1680,1681"
2,Joey,"['neutral', 'sadness']","00:13:07,870","00:13:14,083","['Well, sorry, I just, I thought you liked me.', 'I’m such a jerk.']",170,3,6,"[9, 10]","1680,1681"
3,David,"['joy', 'joy', 'neutral']","0:06:20,762","00:06:27,844","[""It's brilliant!"", ""Goodbye Mike, we'll see you at the wedding, fella!"", ""well, we probably won't invite you to the wedding...""]",172,9,23,"[3, 4, 5]","1694,1695,1696"
3,David,"['joy', 'neutral', 'neutral']","00:06:21,881","0:06:29,484","[""Goodbye Mike, we'll see you at the wedding, fella!"", ""well, we probably won't invite you to the wedding..."", 'Thank you, Chandler.']",172,9,23,"[4, 5, 6]","1695,1696,1697"
3,Phoebe,"['joy', 'anger', 'anger']","0:10:41,558","0:10:54,494","['Well, you promised me a fun road trip!', 'We’ve been on the road six hours and you’ve been asleep for five and a half!', 'We are switching at the next rest stop and']",173,6,1,"[2, 3, 4]","1704,1705,1706"
2,Rachel,"['surprise', 'anger']","00:08:09,405","00:08:14,784","[""Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?"", 'What, what, what is it with you and this holiday?']",175,1,9,"[4, 5]","1725,1726"
2,Chandler,"['neutral', 'sadness']","00:08:19,499","00:08:30,091","['We just finished this magnificent Thanksgiving dinner.', ""I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.""]",175,1,9,"[8, 9]","1729,1730"
3,Monica,"['anger', 'neutral', 'anger']","00:07:18,771","0:07:27,363","['Oh God, stop with the plan!', 'So what, so what you saw him with a girl?', 'Who cares?!']",182,5,10,"[6, 7, 8]","1808,1809,1810"
3,Monica,"['neutral', 'anger', 'anger']","00:07:22,316","0:07:27,585","['So what, so what you saw him with a girl?', 'Who cares?!', ""That doesn't mean anything!""]",182,5,10,"[7, 8, 9]","1809,1810,1811"
3,Monica,"['anger', 'anger', 'neutral']","0:07:25,611","00:07:33,577","['Who cares?!', ""That doesn't mean anything!"", ""Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.""]",182,5,10,"[8, 9, 10]","1810,1811,1812"
2,Monica,"['anger', 'neutral']","0:07:27,363","00:07:33,577","[""That doesn't mean anything!"", ""Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.""]",182,5,10,"[9, 10]","1811,1812"
3,Phoebe,"['neutral', 'joy', 'neutral']","0:10:05,688","00:10:15,572","['Sparkly.', 'So, wow, this is pretty wonerful, huh.', 'Mr. major capades guy.']",183,2,4,"[8, 9, 10]","1827,1828,1829"
3,Phoebe,"['joy', 'neutral', 'neutral']","00:10:09,025","00:10:21,494","['So, wow, this is pretty wonerful, huh.', 'Mr. major capades guy.', ""I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.""]",183,2,4,"[9, 10, 11]","1828,1829,1830"
3,Jane,"['joy', 'neutral', 'neutral']","00:05:46,751","0:05:54,322","[""Hi Joey it's Jane Rogers, can't wait    for your party tonight."", 'Listen, I forgot your address, can you give me a call?', 'Thanks, bye.']",184,9,20,"[0, 1, 2]","1839,1840,1841"
3,Rachel,"['surprise', 'sadness', 'surprise']","00:08:40,520","00:08:51,029","['It was like months ago.', 'We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.', 'Oh!']",185,1,24,"[4, 5, 6]","1865,1866,1867"
3,Rachel,"['sadness', 'surprise', 'surprise']","00:08:42,438","00:08:53,365","['We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.', 'Oh!', ""I can't believe he remembered!""]",185,1,24,"[5, 6, 7]","1866,1867,1868"
3,Ross,"['sadness', 'neutral', 'neutral']","0:21:21,905","00:21:29,495","['Well, the old lady died.', 'And how do I know?', 'Her dying wish was for one last kiss.']",192,8,7,"[0, 1, 2]","1931,1932,1933"
3,Ross,"['neutral', 'neutral', 'joy']","0:21:24,387","0:21:35,054","['And how do I know?', 'Her dying wish was for one last kiss.', 'But I don’t care,  because you got the apartment.']",192,8,7,"[1, 2, 3]","1932,1933,1934"
3,Ross,"['neutral', 'joy', 'joy']","00:21:26,118","0:21:35,801","['Her dying wish was for one last kiss.', 'But I don’t care,  because you got the apartment.', 'Yes!']",192,8,7,"[2, 3, 4]","1933,1934,1935"
3,Rachel,"['neutral', 'neutral', 'joy']","00:18:29,691","00:18:42,370","['Okay sir, um-mm, let see if I got this right.', 'Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?', 'Okay, great.']",195,3,5,"[0, 1, 2]","1949,1950,1951"
3,Rachel,"['neutral', 'joy', 'disgust']","00:18:35,656","00:18:44,956","['Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?', 'Okay, great.', 'You freak.']",195,3,5,"[1, 2, 3]","1950,1951,1952"
2,Rachel,"['joy', 'disgust']","00:18:40,869","00:18:44,956","['Okay, great.', 'You freak.']",195,3,5,"[2, 3]","1951,1952"
3,Ross,"['fear', 'sadness', 'fear']","00:10:12,403","00:10:31,463","['Look, I…  Look, I’m having a great time with you and I just don’t want us to move to fast or put to much pressure on us.', 'So, I’m sorry I just don’t think we should go away together yet.', 'It’s-it’s too soon.']",201,6,19,"[3, 4, 5]","2016,2017,2018"
2,Ross,"['sadness', 'fear']","00:10:27,084","00:10:31,463","['So, I’m sorry I just don’t think we should go away together yet.', 'It’s-it’s too soon.']",201,6,19,"[4, 5]","2017,2018"
3,Rachel,"['neutral', 'neutral', 'sadness']","00:08:03,858","00:08:22,083","['I, um...', 'I write the specials on the specials board, and, uh... and I, uh...', 'I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.']",204,1,4,"[11, 12, 13]","2059,2060,2061"
2,Rachel,"['neutral', 'sadness']","00:08:06,110","00:08:22,083","['I write the specials on the specials board, and, uh... and I, uh...', 'I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.']",204,1,4,"[12, 13]","2060,2061"
2,Mischa,"['joy', 'neutral']","00:15:22,838","00:15:28,343","['Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.', ""So you're a chef?""]",207,3,15,"[11, 12]","2101,2102"
2,Monica,"['joy', 'surprise']","00:10:00,725","0:10:13,154","['Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.', 'What?']",211,7,2,"[10, 11]","2150,2151"
2,Monica,"['anger', 'neutral']","00:07:55,683","00:08:04,858","['That’s because their nerves are probably deadened from being so stupid.', ""But hey, y'know if you don’t believe me, please, by my guest.""]",212,3,16,"[7, 8]","2162,2163"
3,Joey,"['neutral', 'sadness', 'neutral']","00:12:32,293","0:12:43,683","['Look, Ross, really it’s-it’s no big deal.', 'Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.', 'Y’know, hey I understand.']",218,4,11,"[5, 6, 7]","2196,2197,2198"
3,Joey,"['sadness', 'neutral', 'neutral']","00:12:35,880","0:12:43,984","['Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.', 'Y’know, hey I understand.', 'Y’know?']",218,4,11,"[6, 7, 8]","2197,2198,2199"
3,Joey,"['neutral', 'neutral', 'joy']","0:06:47,949","00:06:53,912","[""Hey, I wasn't the only one who looked like an idiot."", 'All right?', 'Remember when Ross tried to say, ""Butternut squash?""']",219,5,8,"[1, 2, 3]","2205,2206,2207"
3,Joey,"['neutral', 'joy', 'joy']","0:06:50,202","00:06:57,499","['All right?', 'Remember when Ross tried to say, ""Butternut squash?""', 'And it came out, ""Squatternut buash?""']",219,5,8,"[2, 3, 4]","2206,2207,2208"
3,Chandler,"['neutral', 'sadness', 'sadness']","00:07:16,519","0:07:25,783","['Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.', ""Y'know, for me anyway."", 'And of course, the Indians.']",219,5,8,"[9, 10, 11]","2214,2215,2216"
3,Doug,"['neutral', 'joy', 'neutral']","00:04:01,532","00:04:11,667","['Oh well, give it time.', 'So the divorce, the marriage, we’ve got a lot to celebrate.', 'How about we all go out to dinner tomorrow night?']",222,8,11,"[7, 8, 9]","2238,2239,2240"
2,Doug,"['joy', 'neutral']","00:04:04,452","00:04:11,667","['So the divorce, the marriage, we’ve got a lot to celebrate.', 'How about we all go out to dinner tomorrow night?']",222,8,11,"[8, 9]","2239,2240"
3,Monica,"['joy', 'neutral', 'disgust']","00:04:26,015","00:04:34,106","['Okay, I’ll see you tomorrow!', 'Just so you know, we’re not seeing him tomorrow.', 'I-I cannot spend another evening with that man.']",222,8,11,"[13, 14, 15]","2244,2245,2246"
3,Monica,"['neutral', 'disgust', 'disgust']","00:04:28,226","00:04:36,275","['Just so you know, we’re not seeing him tomorrow.', 'I-I cannot spend another evening with that man.', 'Do you remember how he behaved at our wedding?']",222,8,11,"[14, 15, 16]","2245,2246,2247"
3,Ross,"['joy', 'neutral', 'neutral']","00:22:03,613","00:22:11,495","['Oh, great!', 'Listen, oh I had to get you a whole new battery.', 'I got you the best one I could, ‘cause that’s not where you want to skimp.']",225,3,17,"[3, 4, 5]","2275,2276,2277"
2,Rachel,"['disgust', 'joy']","00:19:44,683","00:19:59,447","['Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""', 'Man! He just keeps lobbing them up and I just keep knocking them right out of the park!']",226,5,7,"[18, 19]","2305,2306"
3,Joey,"['sadness', 'neutral', 'surprise']","00:16:53,562","0:17:20,844","['Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.', ""And-and I promise, I won't touch a guitar until you say I'm ready."", ""You really think I'm ready?""]",228,5,11,"[1, 2, 3]","2311,2312,2313"
2,Joey,"['neutral', 'surprise']","00:17:06,734","0:17:20,844","[""And-and I promise, I won't touch a guitar until you say I'm ready."", ""You really think I'm ready?""]",228,5,11,"[2, 3]","2312,2313"
2,Chandler,"['neutral', 'anger']","0:11:41,992","0:11:45,063","['Y’know what would work?', 'Stop making candy!']",234,7,9,"[5, 6]","2368,2370"
2,Monica,"['anger', 'neutral']","00:16:16,684","00:16:29,070","[""Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else."", ""And y'know what, I get excited about stupid stuff, like when I my""]",237,3,12,"[2, 3]","2404,2405"
2,Ross,"['joy', 'neutral']","00:21:27,286","00:21:36,085","[""That's so Janine, you-you-you know what, do you know we're doing right now?"", ""You and I, we're interfacing.""]",239,6,7,"[3, 4]","2431,2432"
3,Phoebe,"['anger', 'sadness', 'neutral']","00:01:22,916","0:01:31,696","[""Oh... Mike's sister just invited me to a party tonight, he's gonna be there."", 'And she was like ""Oh, don\'t worry!', 'I asked him.']",241,9,22,"[0, 1, 2]","2442,2443,2444"
3,Phoebe,"['sadness', 'neutral', 'anger']","0:01:27,212","0:01:31,852","['And she was like ""Oh, don\'t worry!', 'I asked him.', 'He\'s totally ok with seeing you!"".']",241,9,22,"[1, 2, 3]","2443,2444,2445"
3,Phoebe,"['neutral', 'anger', 'joy']","0:01:31,404","00:01:35,761","['I asked him.', 'He\'s totally ok with seeing you!"".', ""So now I have to go so he'll think that I'm totally ok with seeing him!""]",241,9,22,"[2, 3, 4]","2444,2445,2446"
2,Phoebe,"['anger', 'joy']","0:01:31,696","00:01:35,761","['He\'s totally ok with seeing you!"".', ""So now I have to go so he'll think that I'm totally ok with seeing him!""]",241,9,22,"[3, 4]","2445,2446"
